name,city,province,certification_date,certifier
PRO.STAND SRL,SAN BONIFACIO,VR,23-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
PROV. CONGREGAZIONE FRA.SCUOLE CRISTIANE,PIEVE DEL GRAPPA,VI,05-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
PRT GROUP S.p.A.,PADOVA,PD,09-06-2025,AFNOR ITALIA S.r.l.
PTSCLAS S.p.A.,Verona,VR,28-06-2024,SI CERT ITALY S.r.l.
PULITECNICA FRIULANA S.R.L.,VENEZIA,VE,13-11-2025,SMC Società Mediterranea Certificazioni S.p.A.
PULITECNICA FRIULANA S.R.L.,DUE CARRARE,PD,13-11-2025,SMC Società Mediterranea Certificazioni S.p.A.
Punto Grill Services S.r.l.,Bussolengo,VR,20-11-2024,SI CERT ITALY S.r.l.
Punto Grill Services S.r.l.,Venezia,VE,20-11-2024,SI CERT ITALY S.r.l.
Punto Grill Services S.r.l.,Affi,VR,20-11-2024,SI CERT ITALY S.r.l.
QINTESI S.p.A.,Marcon,VE,29-12-2023,DNV Business Assurance Italy S.r.l.
QUALITAS INFORMATICA S.P.A,Santorso,VI,20-12-2024,DNV Business Assurance Italy S.r.l.
QUALITAS INFORMATICA S.P.A,Vicenza,VI,20-12-2024,DNV Business Assurance Italy S.r.l.
QU.AM.SI. S.R.L.,LEGNAGO,VR,20-03-2025,IMQ S.p.A.
Quellogiusto srl,CORNEDO VICENTINO,VI,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,CONSELVE,PD,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,GALLIERA VENETA,PD,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,SILEA,TV,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,MIRANO,VE,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,ODERZO,TV,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,MONTEBELLUNA,TV,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,ZERO BRANCO,TV,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,CAMPOSAMPIERO,PD,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,ALBIGNASEGO,PD,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto srl,MARCON,VE,11-11-2024,CSQA Certificazioni S.r.l.
Quellogiusto S.r.l.,SAN GIORGIO DELLE PERTICHE,PD,11-11-2024,CSQA Certificazioni S.r.l.
Questlab S.r.l.,MARGHERA,VE,02-03-2026,CSQA Certificazioni S.r.l.
RADAR S.r.l.,NOVENTA PADOVANA,PD,09-04-2024,SGS ICS ITALIA S.R.L.
Raggio di Sole Societa' Cooperativa sociale Onlus,Adria,RO,20-03-2024,SI CERT ITALY S.r.l.
RAIDERS SOCIETA’ A RESPONSABILITA’ LIMITATA,VENEZIA,VE,12-03-2024,SMC Società Mediterranea Certificazioni S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,PIEVE DI SOLIGO,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,PADOVA,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SAN VITO AL TAGLIAMENTO,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,VILLAFRANCA DI VERONA,VR,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,LONGARONE,BL,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SAN BONIFACIO,VR,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,NOGARA,VR,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SPINEA,VE,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,FELTRE,BL,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MONTEBELLUNA,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,BELLUNO,BL,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,ODERZO,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SCHIO,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,PIOVE DI SACCO,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,VERONA,VR,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,ARZIGNANO,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,LEGNAGO,VR,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,GRISIGNANO DI ZOCCO,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MONSELICE,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,LONIGO,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,CASTELFRANCO VENETO,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,BASSANO DEL GRAPPA,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,TREVISO,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MAROSTICA,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,CORTINA D'AMPEZZO,BL,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SACILE,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,CITTADELLA,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MESTRE,VE,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,VICENZA,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,SAN DONÀ DI PIAVE,VE,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,CAMPOSAMPIERO,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,THIENE,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,ROVIGO,RO,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,PORDENONE,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MONTECCHIO MAGGIORE,VI,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MANIAGO,PD,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,CONEGLIANO VENETO,TV,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,MARGHERA,VE,07-04-2023,RINA Services S.p.A.
RANDSTAD GROUP ITALIA S.P.A.,AFFI,VR,07-04-2023,RINA Services S.p.A.
RANGERS S.r.l.,Vicenza,VI,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Montecchio Maggiore,VI,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Verona,VR,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Isola Rizza,VR,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Cavarzere,VE,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Venezia,VE,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Breda Di Piave,TV,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Conegliano,TV,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Castelfranco Veneto,TV,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Padova,PD,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Sedico,BL,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Thiene,VI,09-11-2023,CERTITALIA S.r.l.
RANGERS S.r.l.,Bassano Del Grappa,VI,09-11-2023,CERTITALIA S.r.l.
RARI NANTES VALSUGANA S.S.D. A.R.L.,MAROSTICA,VI,04-04-2024,TÜV Italia S.r.l.
REACTIVE S.r.l.,Padova,PD,29-11-2023,DNV Business Assurance Italy S.r.l.
RE ITALY S.R.L.,Verona,VR,12-02-2025,Italy Bureau of Certification S.r.l.
RENTOKIL INITIAL ITALIA S.p.A.,Martellago,VE,01-11-2024,SGS ICS ITALIA S.R.L.
Reply S.p.A.,Padova,PD,28-06-2025,DASA RÄGISTER S.p.A.
Reply S.p.A.,Silea,TV,28-06-2025,DASA RÄGISTER S.p.A.
RESIN PROGET S.R.L.,COSTA DI ROVIGO,RO,18-03-2025,SMC Società Mediterranea Certificazioni S.p.A.
Retelit Digital Services S.p.A.,Verona,VR,22-04-2024,DNV Business Assurance Italy S.r.l.
Retex S.p.A. Società Benefit,Pianiga Venezia,VE,16-10-2023,DASA RÄGISTER S.p.A.
Retex S.p.A. Società Benefit,Ponte San Nicolò Padova,PD,16-10-2023,DASA RÄGISTER S.p.A.
Revo Insurance S.p.a.,Verona,VR,21-11-2024,TÜV Rheinland Italia S.r.l.
R.G. IMPIANTI S.r.l.,Salzano,VE,20-01-2025,SGS ICS ITALIA S.R.L.
R.G. IMPIANTI S.r.l.,Mestre,VE,20-01-2025,SGS ICS ITALIA S.R.L.
RHIAG SRL,Padova,PD,26-11-2024,UNITER S.r.l.
RIA GRANT THORNTON S.p.A.,Padova,PD,02-07-2025,DNV Business Assurance Italy S.r.l.
RIA GRANT THORNTON S.p.A.,Treviso,TV,02-07-2025,DNV Business Assurance Italy S.r.l.
RIAM ASCENSORI SRL,SILEA,TV,07-11-2024,IMQ S.p.A.
RIAM ASCENSORI SRL,VENEZIA,VE,07-11-2024,IMQ S.p.A.
RIAM ASCENSORI SRL,JESOLO,VE,07-11-2024,IMQ S.p.A.
RIAM ASCENSORI SRL,VERONA,VR,07-11-2024,IMQ S.p.A.
RICOH ITALIA S.R.L.,PADOVA,PD,20-12-2023,RINA Services S.p.A.
Riello S.p.a,Legnago,VR,21-12-2023,TÜV Rheinland Italia S.r.l.
Riello S.p.a. P1,Angiari,VR,21-12-2023,TÜV Rheinland Italia S.r.l.
Riello S.p.a. P2,Volpago Del Montello,TV,21-12-2023,TÜV Rheinland Italia S.r.l.
RIGATO SERVIZI SRL,MARGHERA,VE,07-03-2025,ICIM S.p.A.
R-IMPRESA S.r.l.,Verona,VR,02-04-2026,Istituto Giordano S.p.A.
RINA CONSULTING SPA,VENEZIA,VE,17-11-2023,IMQ S.p.A.
RINA CONSULTING SPA,SAN BONIFACIO,VR,17-11-2023,IMQ S.p.A.
RINA SERVICES SPA,VENEZIA,VE,17-11-2023,IMQ S.p.A.
RINA SERVICES SPA,SAN BONIFACIO,VR,17-11-2023,IMQ S.p.A.
RINA SPA,VENEZIA,VE,17-11-2023,IMQ S.p.A.
RISORSE S.p.A.,Vicenza,VI,15-12-2023,KIWA CERMET Italia S.p.A.
RISORSE S.p.A.,Verona,VR,15-12-2023,KIWA CERMET Italia S.p.A.
Riva Giardini S.p.A.,Verona,VR,22-11-2023,SI CERT ITALY S.r.l.
R.M. PONTEROSSO S.P.A.,VENEZIA,VE,02-10-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
Roberto Industria Alimentare S.r.l.,SUSEGANA,TV,25-09-2024,CSQA Certificazioni S.r.l.
RO.MAR. S.r.l.,OLMO DI MARTELLAGO,VE,25-09-2024,CSQA Certificazioni S.r.l.
ROSSI MARIO PIETRO & C. S.n.c.,Caorle,VE,25-02-2026,QUASER CERTIFICAZIONI S.r.l.
ROSSI MARIO PIETRO & C. S.n.c.,Santo Stino di Livenza,VE,25-02-2026,QUASER CERTIFICAZIONI S.r.l.
ROVIL S.R.L.,DUE CARRARE,PD,22-12-2023,SMC Società Mediterranea Certificazioni S.p.A.
ROVIL S.R.L.,PARAROLO DI CADORE,BL,22-12-2023,SMC Società Mediterranea Certificazioni S.p.A.
ROVIL S.R.L.,ERACLEA,VE,22-12-2023,SMC Società Mediterranea Certificazioni S.p.A.
RUFFATO MARIO S.R.L.,Campodarsego,PD,04-03-2024,QUASER CERTIFICAZIONI S.r.l.
R.W.S. S.r.l.,Santa Margherita di Salva,VE,01-06-2024,SI CERT ITALY S.r.l.
R.W.S. S.r.l.,Vigonza,PD,01-06-2024,SI CERT ITALY S.r.l.
SACAIM S.p.A.,Marghera,VE,09-10-2023,SGS ICS ITALIA S.R.L.
SACE S.p.A.,Verona,VR,05-03-2024,UNITER S.r.l.
SACE S.p.A.,Venezia,VE,05-03-2024,UNITER S.r.l.
SACMA SPA,PADOVA,PD,30-12-2025,AENOR ITALIA S.R.L.
SADA PARTECIPAZIONI S.R.L,SAN PIETRO IN CARIANO,VR,23-12-2022,Bureau Veritas Italia S.p.A.
SAET S.p.A.,Selvazzano Dentro,PD,19-12-2024,TÜV NORD ITALIA S.r.l.
SAFEROAD RESTRAINTSYSTEMS GMBH,Negrar Valpolicella,VR,23-04-2025,TUV Thuringen Italia S.r.l.
SAFETY21 S.p.A.,PADOVA,PD,14-11-2023,APAVE CERTIFICATION ITALIA S.r.l.
SAFITAL S.R.L.,Pescantina,VR,29-01-2024,CERTIFICA S.r.l.
SAIPEM S.p.A.,Marghera,VE,29-11-2023,DNV Business Assurance Italy S.r.l.
SALBEL LOG S.R.L.,Nogara,VR,29-12-2025,TUV AUSTRIA ITALIA S.p.A.
SALBEL LOG S.R.L.,Salizzole,VR,29-12-2025,TUV AUSTRIA ITALIA S.p.A.
SALBEL LOG S.R.L.,Sanguinetto,VR,29-12-2025,TUV AUSTRIA ITALIA S.p.A.
SALIMA S.R.L.,Limena,PD,12-04-2024,DI.QU. S.r.l.
Salus Srl,Verona,VR,10-02-2025,ANCIS S.r.l.
SALVATORE FERRAGAMO S.p.A.,VENEZIA,VE,24-07-2025,TÜV Italia S.r.l.
SALVATORE FERRAGAMO S.P.A.,VENEZIA,VE,24-07-2025,TÜV Italia S.r.l.
SALVATORE FERRAGAMO S.P.A.,NOVENTA DI PIAVE,VE,24-07-2025,TÜV Italia S.r.l.
SAMEC S.R.L.,Piove di Sacco,PD,22-03-2025,SGS ICS ITALIA S.R.L.
Sanaco S.r.l.,Pescantina,VR,27-03-2026,SQS Italia S.r.l.
SANA Soc. Coop. Sociale,Fiesso D'Artico,VE,07-03-2024,UNITER S.r.l.
SANA Soc. Coop. Sociale,Padova,PD,07-03-2024,UNITER S.r.l.
SANITHAD SERVIZI SOCIALI SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,BADIA POLESINE,RO,12-01-2026,IMQ S.p.A.
SAN MARCO GROUP S.p.A.,Marcon,VE,12-12-2024,DNV Business Assurance Italy S.r.l.
SANMARCO INFORMATICA S.p.A.,Grisignano di Zocco,VI,03-12-2025,SUSTAINY S.r.l. a Socio unico
Santer Reply S.r.l.,Silea,TV,04-09-2024,DASA RÄGISTER S.p.A.
Santer Reply S.r.l.,Padova,PD,04-09-2024,DASA RÄGISTER S.p.A.
SANTEX SPA,SAREGO,VI,06-06-2025,Bureau Veritas Certification Holding SAS Italy Branch
SANTEX SPA,Sarego,VI,06-06-2025,Bureau Veritas Certification Holding SAS Italy Branch
SANTEX SPA,MELEDO DI SAREGO,VI,06-06-2025,Bureau Veritas Certification Holding SAS Italy Branch
Sapiens S.p.a.,Nogarole Rocca,VR,18-06-2024,"Perry Johnson Registrars, Inc."
Sapiens S.p.a.,San Giovanni Lupatoto,VR,18-06-2024,"Perry Johnson Registrars, Inc."
Sapio Life Srl,Venezia,VE,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Life Srl,Sovizzo,VI,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Life Srl,Padova,PD,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Produzione Idrogeno Ossigeno Srl,Venezia,VE,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Produzione Idrogeno Ossigeno Srl,Padova,PD,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Produzione Idrogeno Ossigeno Srl,Castelmassa,RO,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Produzione Idrogeno Ossigeno Srl,Canda,RO,19-12-2024,TÜV Rheinland Italia S.r.l.
Sapio Produzione Idrogeno Ossigeno Srl,Colle Umberto,TV,19-12-2024,TÜV Rheinland Italia S.r.l.
SARA ASSICURAZIONI S.P.A.,Padova,PD,04-07-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
SAROM S.p.A.,Orsago,TV,23-06-2025,SGS ICS ITALIA S.R.L.
SARTORIA ROSSI RETAIL S.R.L.,Padova,PD,23-12-2024,ACSQ S.r.l.
SAS INSTITUTE S.R.L,VENEZIA,VE,27-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
SAS INSTITUTE S.R.L.,VENEZIA,VE,27-10-2023,Bureau Veritas Certification Holding SAS Italy Branch
Saste Servizi Ecologici S.r.l.,Casale Sul Sile,TV,04-04-2024,SI CERT ITALY S.r.l.
SAVE S.p.A.,MESTRE,VE,18-02-2026,CSQA Certificazioni S.r.l.
SAVE THE DUCK S.P.A.,VENEZIA,VE,09-06-2025,RINA Services S.p.A.
SAVILLS ITALIA S.r.l.,Bassano del Grappa,VI,05-09-2025,European Quality Assurance Italia S.r.l. - Società Benefit
SAVILLS ITALIA S.r.l.,Trebaseleghe,PD,05-09-2025,European Quality Assurance Italia S.r.l. - Società Benefit
SAVILLS ITALIA S.r.l.,Silea,TV,05-09-2025,European Quality Assurance Italia S.r.l. - Società Benefit
SAY S.p.A.,Cadoneghe,PD,30-12-2024,TÜV NORD ITALIA S.r.l.
SCANDIUZZI STEEL CONSTRUCTIONS S.p.A.,Volpago Del Montello,TV,29-04-2025,SGS ICS ITALIA S.R.L.
SCARMA S.R.L.,San Bonifacio,VR,24-10-2025,CERSIST S.r.l.
SCARMA S.R.L.,Legnano,VR,24-10-2025,CERSIST S.r.l.
SCATOLIFICIO IDEALKART S.R.L.,Meolo,VE,27-06-2023,QUASER CERTIFICAZIONI S.r.l.
SCA.VER. COSTRUZIONI S.r.l.,Zero Branco,TV,15-09-2025,CERTITALIA S.r.l.
SCHIAVO S.r.l.,Schio,VI,06-12-2024,CERTITALIA S.r.l.
SCHNEIDER ELECTRIC S.P.A,CONSELVE,PD,30-07-2024,Bureau Veritas Certification Holding SAS Italy Branch
SCHNEIDER ELECTRIC S.P.A,PADOVA,PD,30-07-2024,Bureau Veritas Certification Holding SAS Italy Branch
SCHNEIDER ELECTRIC S.P.A,ALPAGO,BL,30-07-2024,Bureau Veritas Certification Holding SAS Italy Branch
SCHVARCZ RICCARDO,PADOVA,PD,24-11-2025,Autenticert S.r.l.
SCHVARCZ RICCARDO,NOVENTA PADOVANA,PD,24-11-2025,Autenticert S.r.l.
SCM Frigo S.p.A.,Sant' Angelo Di Piave Di Sacco,PD,06-03-2026,DNV Business Assurance Italy S.r.l.
S.D.S. SRL,SPRESIANO,TV,30-03-2026,IMQ S.p.A.
SECIS S.R.L.,Jesolo,VE,08-09-2025,TÜV NORD ITALIA S.r.l.
SEC NEWGATE ITALIA S.R.L. SOCIETÀ BENEFIT,VENEZIA,VE,23-12-2024,QUALITY ITALIA S.r.l.
Security Service S.r.l.,VENEZIA,VE,15-09-2024,SGS ICS ITALIA S.R.L.
SEDEN S.R.L.,JESOLO,VE,22-11-2025,CENTRO CERTIFICAZIONE QUALITA' - C.C.Q. S.r.l.
SEDEN S.R.L.,PADOVA,PD,22-11-2025,CENTRO CERTIFICAZIONE QUALITA' - C.C.Q. S.r.l.
SEDEN S.R.L.,PIANIGA,VE,22-11-2025,CENTRO CERTIFICAZIONE QUALITA' - C.C.Q. S.r.l.
SEDES GROUP S.r.l.,Oderzo,TV,23-09-2024,KIWA CERMET Italia S.p.A.
SEGESTA SERVIZI SCPA,CAVALLINO,VE,27-11-2023,Bureau Veritas Certification Holding SAS Italy Branch
SEGNALSTRADE VENETA S.C.R.L.,SAN PIETRO VIMINARIO,PD,26-05-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
SEIECOM S.R.L.,Preganziol,TV,26-03-2025,CERTIFICA S.r.l.
SEINGIM GLOBAL SERVICE S.r.l.,Verona,VR,09-05-2025,KIWA CERMET Italia S.p.A.
SEINGIM GLOBAL SERVICE S.r.l.,Padova,PD,09-05-2025,KIWA CERMET Italia S.p.A.
SEINGIM GLOBAL SERVICE S.r.l.,CEGGIA,VE,09-05-2025,KIWA CERMET Italia S.p.A.
Selecta Italia S.p.A.,Cesiomaggiore,BL,01-10-2025,SQS Italia S.r.l.
Selecta Italia S.p.A.,Venezia,VE,01-10-2025,SQS Italia S.r.l.
Selecta Italia S.p.A.,Selvazzano Dentro,PD,01-10-2025,SQS Italia S.r.l.
Selecta Italia S.p.A.,San Vendemiano,TV,01-10-2025,SQS Italia S.r.l.
Sephora Italia S.r.l.,Vicenza,VI,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Torri Di Quartesolo,VI,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Padova,PD,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Affi,VR,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Venezia,VE,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Marcon,VE,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Portogruaro,VE,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Conegliano,TV,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Monselice,PD,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Verona,VR,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,San Biagio Di Callalta,TV,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,San Giovanni Lupatoto,VR,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Castelfranco Veneto,TV,21-02-2025,DASA RÄGISTER S.p.A.
Sephora Italia S.r.l.,Treviso,TV,21-02-2025,DASA RÄGISTER S.p.A.
Sepro S.r.l.,PIANIGA,VE,08-01-2026,CSQA Certificazioni S.r.l.
Sepro S.r.l.,PIANIGA,VE,30-12-2025,CSQA Certificazioni S.r.l.
Serena Società Cooperativa Sociale Onlus,GAIBA,RO,18-12-2025,CSQA Certificazioni S.r.l.
Serenissima Ristorazione S.p.A.,VICENZA,VI,21-06-2023,CSQA Certificazioni S.r.l.
SERES S.R.L.,Venezia,VE,05-06-2024,SMC Società Mediterranea Certificazioni S.p.A.
SERMA COSTRUZIONI S.r.l.,Frazione Ballò,VE,30-01-2024,CERTITALIA S.r.l.
SERVICE KEY S.P.A.,Vigonza,PD,28-02-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
SERVICE KEY S.P.A.,Rovigo,RO,28-02-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
SERVICE KEY S.P.A.,Polverara,PD,28-02-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
SERVICE KEY S.P.A.,Padova,PD,28-02-2025,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
SERVICE TRADE SPA,Dueville,VI,23-10-2025,TUV AUSTRIA ITALIA S.p.A.
SERVICE TRADE SPA,Dueville,VI,23-04-2025,TUV AUSTRIA ITALIA S.p.A.
SERVICE TRADE SPA,CAMPODORO,PD,23-10-2025,TUV AUSTRIA ITALIA S.p.A.
SERVICE TRADE SPA,CAMPODORO,PD,23-04-2025,TUV AUSTRIA ITALIA S.p.A.
SERVIZI CNA S.R.L.,ALBIGNASEGO,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,PADOVA,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,OCCHIOBELLO,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,LENDINARA,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,ROVIGO,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,PORTO VIRO,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,ADRIA,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,CASTELMASSA,RO,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,SOLESINO,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,SELVAZZANO DENTRO,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,SAN MARTINO DI LUPARI,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,PIOVE DI SACCO,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,PONTE SAN NICOLO',PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,CONSELVE,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,ESTE,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,MONSELICE,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,MONTAGNANA,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,PIOMBINO DESE,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,CITTADELLA,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI CNA S.R.L.,CADONEGHE,PD,18-12-2023,CSQA Certificazioni S.r.l.
SERVIZI INTEGRATI BELLUNESI S.p.A.,Sedico,BL,29-09-2025,KIWA CERMET Italia S.p.A.
SERVIZI INTEGRATI BELLUNESI S.p.A.,Belluno,BL,29-09-2025,KIWA CERMET Italia S.p.A.
SERVIZI ITALIA S.p.A.,TREVISO,TV,27-11-2023,SGS ICS ITALIA S.R.L.
SERVIZI ITALIA S.p.A.,Montecchio Precalcino,VI,27-11-2023,SGS ICS ITALIA S.R.L.
Servizi Sociali La Goccia Soc. Coop.,MUSSOLENTE,VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop.,TEZZE SUL BRENTA,VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop.,ROSA',VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop. - Asilo Nido Beato Bertrando,FONTANIVA,PD,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop. - Asilo Nido Via Chini,BASSANO DEL GRAPPA,VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop. - Asilo Nido Via Rivana,BASSANO DEL GRAPPA,VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop. - Comunità Terapeutica Residenziale Protetta Biancospin,ROMANO D'EZZELINO,VI,15-07-2024,CSQA Certificazioni S.r.l.
Servizi Sociali La Goccia Soc. Coop. - Comunità Terapeutica Residenziale Protetta Col Roigo,MUSSOLENTE,VI,15-07-2024,CSQA Certificazioni S.r.l.
